INDICATOR_CODE,PCA_EXCL_NAME,PCA_EXCL_SHORT_NAME,PCA_EXCL_DESCRIPTION,TYPE,GENERAL_SPECIFIC,PCA_CATEGORY,PCA_CATEGORY_DESCRIPTION
HYP003,REG_DAT9,REG1_DAT9,Patient registered within 9 months of end of payment period,PCA,General,6,The patient has registered with the practice or has been newly diagnosed with the condition of interest in the preceding 9 months and has not achieved the defined clinical standards e.g. blood pressure control within target levels.
HYP007,BPDEC,BPDEC,Patient chose not to have their blood pressure recorded in the 12 months leading up to and including the payment period end date,PCA,Specific,3,The patient has chosen not to receive the intervention described in the indicator.
HYP007,DIAG_DAT9M,DIAG1_DT9M,Patient diagnosed within 9 months of end of payment period,PCA,General,6,The patient has registered with the practice or has been newly diagnosed with the condition of interest in the preceding 9 months and has not achieved the defined clinical standards e.g. blood pressure control within target levels.
HYP007,HTMAX,HTMAX,Patient receiving maximal blood pressure therapy in the 12 months leading up to and including the payment period end date.,PCA,Specific,2,Intervention described in the indicator is clinically unsuitable.
HYP007,HYPBPINVITE,HYPBPINV,"Patient has received at least two invitations for hypertension monitoring in the 12 months leading up to and including the payment period end date, and had no blood pressure recordings, or latest blood pressure reading is above target levels.",PCA,General,4,"The patient has not responded to invitations for the intervention described in the indicator (a minimum of two invitations for the intervention in the preceding 12 months, except for the cervical screening indicators.where women should receive a total of three invitations for screening)."
HYP007,HYPPCADEC,HYPPCADEC,Patient chose not to receive hypertension quality indicator care in the 12 months leading up to and including the payment period end date,PCA,General,3,The patient has chosen not to receive the intervention described in the indicator.
HYP007,HYPPCAPU,HYPPCAPU,Patient for whom hypertension quality indicator care was unsuitable in the 12 months leading up to and including the payment period end date,PCA,General,2,Intervention described in the indicator is clinically unsuitable.
HYP007,PAT_AGEU80,PAT_AGEU80,Patient age is under 80 years,Exclusion,n/a,n/a,n/a
HYP007,REG_DAT9,REG1_DAT9,Patient registered within 9 months of end of payment period,PCA,General,6,The patient has registered with the practice or has been newly diagnosed with the condition of interest in the preceding 9 months and has not achieved the defined clinical standards e.g. blood pressure control within target levels.
MH002,DIAG_DAT,DIAG1_DAT,Patient diagnosed within 3 months of end of payment period,PCA,General,5,The patient has registered with the practice or has been newly diagnosed with the condition of interest in the preceding 3 months and has not received the defined clinical measurements e.g. blood pressure measurement.
MH002,MH_DAT1,MH_DAT1,"No psychosis, schizophrenia or bipolar affective codes recorded",Exclusion,n/a,n/a,n/a
MH002,MHINVITE,MHINVITE,"Patient has not responded to at least two mental health care review invitations, made at least 7 days apart, in the 12 months leading up to and including the payment period end date.",PCA,General,4,"The patient has not responded to invitations for the intervention described in the indicator (a minimum of two invitations for the intervention in the preceding 12 months, except for the cervical screening indicators.where women should receive a total of three invitations for screening)."
MH002,MHPCADEC,MHPCADEC,Patients who chose not to receive mental health quality indicator care in the 12 months leading up to and including the payment period end date.,PCA,General,3,The patient has chosen not to receive the intervention described in the indicator.
MH002,MHPCAPU,MHPCAPU,Patient for whom mental health quality indicator care was unsuitable in the 12 months leading up to and including the payment period end date.,PCA,General,2,Intervention described in the indicator is clinically unsuitable.
MH002,MHREM_DAT,MHREM_DAT,Patient in remission,Exclusion,n/a,n/a,n/a
MH002,REG_DAT3,REG1_DAT3,Patient registered within 3 months of end of payment period,PCA,General,5,The patient has registered with the practice or has been newly diagnosed with the condition of interest in the preceding 3 months and has not received the defined clinical measurements e.g. blood pressure measurement.
MH003,BPDEC,BPDEC,Patient chose not to have their blood pressure recorded in the 12 months leading up to and including the payment period end date,PCA,Specific,3,The patient has chosen not to receive the intervention described in the indicator.
MH003,DIAG_DAT,DIAG1_DAT,Patient diagnosed within 3 months of end of payment period,PCA,General,5,The patient has registered with the practice or has been newly diagnosed with the condition of interest in the preceding 3 months and has not received the defined clinical measurements e.g. blood pressure measurement.
MH003,MH_DAT1,MH_DAT1,"No psychosis, schizophrenia or bipolar affective codes recorded",Exclusion,n/a,n/a,n/a
MH003,MHINVITE,MHINVITE,"Patient has not responded to at least two mental health care review invitations, made at least 7 days apart, in the 12 months leading up to and including the payment period end date.",PCA,General,4,"The patient has not responded to invitations for the intervention described in the indicator (a minimum of two invitations for the intervention in the preceding 12 months, except for the cervical screening indicators.where women should receive a total of three invitations for screening)."
MH003,MHPCADEC,MHPCADEC,Patients who chose not to receive mental health quality indicator care in the 12 months leading up to and including the payment period end date.,PCA,General,3,The patient has chosen not to receive the intervention described in the indicator.
MH003,MHPCAPU,MHPCAPU,Patient for whom mental health quality indicator care was unsuitable in the 12 months leading up to and including the payment period end date.,PCA,General,2,Intervention described in the indicator is clinically unsuitable.
MH003,MHREM_DAT,MHREM_DAT,Patient in remission,Exclusion,n/a,n/a,n/a
MH003,REG_DAT3,REG1_DAT3,Patient registered within 3 months of end of payment period,PCA,General,5,The patient has registered with the practice or has been newly diagnosed with the condition of interest in the preceding 3 months and has not received the defined clinical measurements e.g. blood pressure measurement.
MH006,BMIDEC,BMIDEC,Patient chose not to have their BMI measured in the 12 months leading up to and including the payment period end date.,PCA,Specific,3,The patient has chosen not to receive the intervention described in the indicator.
MH006,BMIPU,BMIPU,Patient for whom BMI measurement was deemed unsuitable in the 12 months leading up to and including the payment period end date.,PCA,Specific,2,Intervention described in the indicator is clinically unsuitable.
MH006,DIAG_DAT,DIAG1_DAT,Patient diagnosed within 3 months of end of payment period,PCA,General,5,The patient has registered with the practice or has been newly diagnosed with the condition of interest in the preceding 3 months and has not received the defined clinical measurements e.g. blood pressure measurement.
MH006,MH_DAT1,MH_DAT1,"No psychosis, schizophrenia or bipolar affective codes recorded",Exclusion,n/a,n/a,n/a
MH006,MHINVITE,MHINVITE,"Patient has not responded to at least two mental health care review invitations, made at least 7 days apart, in the 12 months leading up to and including the payment period end date.",PCA,General,4,"The patient has not responded to invitations for the intervention described in the indicator (a minimum of two invitations for the intervention in the preceding 12 months, except for the cervical screening indicators.where women should receive a total of three invitations for screening)."
MH006,MHPCADEC,MHPCADEC,Patients who chose not to receive mental health quality indicator care in the 12 months leading up to and including the payment period end date.,PCA,General,3,The patient has chosen not to receive the intervention described in the indicator.
MH006,MHPCAPU,MHPCAPU,Patient for whom mental health quality indicator care was unsuitable in the 12 months leading up to and including the payment period end date.,PCA,General,2,Intervention described in the indicator is clinically unsuitable.
MH006,MHREM_DAT,MHREM_DAT,Patient in remission,Exclusion,n/a,n/a,n/a
MH006,REG_DAT3,REG1_DAT3,Patient registered within 3 months of end of payment period,PCA,General,5,The patient has registered with the practice or has been newly diagnosed with the condition of interest in the preceding 3 months and has not received the defined clinical measurements e.g. blood pressure measurement.
NDH001,DIAG_DAT,DIAG1_DAT,Patient diagnosed within 3 months of end of payment period,PCA,General,5,The patient has registered with the practice or has been newly diagnosed with the condition of interest in the preceding 3 months and has not received the defined clinical measurements e.g. blood pressure measurement.
NDH001,GLUCDEC,GLUCDEC,Patients who chose not to receive a blood glucose test in the 12 months leading up to and including the payment period end date.,PCA,Specific,3,The patient has chosen not to receive the intervention described in the indicator.
NDH001,NDHINVITE,NDHINVITE,"Patient has not responded to at least two non-diabetic hyperglycaemia  care review invitations, made at least 7 days apart, in the 12 months leading up to and including the payment period end date.",PCA,General,4,"The patient has not responded to invitations for the intervention described in the indicator (a minimum of two invitations for the intervention in the preceding 12 months, except for the cervical screening indicators.where women should receive a total of three invitations for screening)."
NDH001,NDHPCADEC,NDHPCADEC,Patient chose not to receive non diabetic hyperglycaemia  quality indicator care in the 12 months leading up to and including the payment period end date.,PCA,General,3,The patient has chosen not to receive the intervention described in the indicator.
NDH001,NDHPU,NDHPU,Patient for whom non diabetic hyperglycaemia  quality indicator care was unsuitable in the 12 months leading up to and including the payment period end date.,PCA,General,2,Intervention described in the indicator is clinically unsuitable.
NDH001,REG_DAT3,REG1_DAT3,Patient registered within 3 months of end of payment period,PCA,General,5,The patient has registered with the practice or has been newly diagnosed with the condition of interest in the preceding 3 months and has not received the defined clinical measurements e.g. blood pressure measurement.
RA002,DIAG_DAT,DIAG1_DAT,Patient diagnosed within 3 months of end of payment period,PCA,General,5,The patient has registered with the practice or has been newly diagnosed with the condition of interest in the preceding 3 months and has not received the defined clinical measurements e.g. blood pressure measurement.
RA002,RAINVITE,RAINVITE,"Patient has not responded to at least two rheumatoid arthritis care review invitations, made at least 7 days apart, in the 12 months leading up to and including the payment period end date. ",PCA,General,4,"The patient has not responded to invitations for the intervention described in the indicator (a minimum of two invitations for the intervention in the preceding 12 months, except for the cervical screening indicators.where women should receive a total of three invitations for screening)."
RA002,RAPCADEC,RAPCADEC,Patient chose not to receive rheumatoid arthritis quality indicator care in the 12 months leading up to and including the payment period end date.,PCA,General,3,The patient has chosen not to receive the intervention described in the indicator.
RA002,RAPCAPU,RAPCAPU,Patients for whom rheumatoid arthritis quality indicator care was unsuitable in the 12 months leading up to and including the payment period end date.,PCA,General,2,Intervention described in the indicator is clinically unsuitable.
RA002,REG_DAT3,REG1_DAT3,Patient registered within 3 months of end of payment period,PCA,General,5,The patient has registered with the practice or has been newly diagnosed with the condition of interest in the preceding 3 months and has not received the defined clinical measurements e.g. blood pressure measurement.
SMOK002,CHDSMOK,CHDSMOK,"Patient does not have any combination of the following conditions: CHD, PAD, stroke or TIA, hypertension, diabetes, COPD, CKD, asthma, schizophrenia, bipolar affective disorder or other psychoses.",Exclusion,n/a,n/a,n/a
SMOK002,DIAG_DAT,DIAG1_DAT,Patient diagnosed within 3 months of end of payment period,PCA,General,5,The patient has registered with the practice or has been newly diagnosed with the condition of interest in the preceding 3 months and has not received the defined clinical measurements e.g. blood pressure measurement.
SMOK002,REG_DAT3,REG1_DAT3,Patient registered within 3 months of end of payment period,PCA,General,5,The patient has registered with the practice or has been newly diagnosed with the condition of interest in the preceding 3 months and has not received the defined clinical measurements e.g. blood pressure measurement.
SMOK002,SMOKINVITE,SMOKINVITE,"Patient has not responded to at least two smoking care review invitations, made at least 7 days apart, in the 12 months leading up to and including the payment period end date.",PCA,General,4,"The patient has not responded to invitations for the intervention described in the indicator (a minimum of two invitations for the intervention in the preceding 12 months, except for the cervical screening indicators.where women should receive a total of three invitations for screening)."
SMOK002,SMOKPCADEC,SMOKPCADEC,Patient chose not to receive smoking quality indicator care in the 12 months leading up to and including the payment period end date.,PCA,General,3,The patient has chosen not to receive the intervention described in the indicator.
SMOK002,SMOKPCAPU,SMOKPCAPU,Patient for whom smoking quality indicator care was unsuitable in the 12 months leading up to and including the payment period end date.,PCA,General,2,Intervention described in the indicator is clinically unsuitable.
SMOK002,SMOKSTATDEC,SMOKSTDEC,Patient chose not to disclose their smoking status in the 12 months leading up to and including the payment period end date.,PCA,Specific,3,The patient has chosen not to receive the intervention described in the indicator.
SMOK004,CSMOK,CSMOK,Patient does not have a latest smoking status of ‘current smoker’,Exclusion,n/a,n/a,n/a
SMOK004,REG_DAT3,REG1_DAT3,Patient registered within 3 months of end of payment period,PCA,General,5,The patient has registered with the practice or has been newly diagnosed with the condition of interest in the preceding 3 months and has not received the defined clinical measurements e.g. blood pressure measurement.
SMOK004,SMOKINVITE,SMOKINVITE,"Patient has not responded to at least two smoking care review invitations, made at least 7 days apart, in the 12 months leading up to and including the payment period end date.",PCA,General,4,"The patient has not responded to invitations for the intervention described in the indicator (a minimum of two invitations for the intervention in the preceding 12 months, except for the cervical screening indicators.where women should receive a total of three invitations for screening)."
SMOK004,SMOKPCADEC,SMOKPCADEC,Patient chose not to receive smoking quality indicator care in the 12 months leading up to and including the payment period end date.,PCA,General,3,The patient has chosen not to receive the intervention described in the indicator.
SMOK004,SMOKPCAPU,SMOKPCAPU,Patient for whom smoking quality indicator care was unsuitable in the 12 months leading up to and including the payment period end date.,PCA,General,2,Intervention described in the indicator is clinically unsuitable.
SMOK005,CSMOK,CSMOK,Patient does not have a latest smoking status of ‘current smoker’,Exclusion,n/a,n/a,n/a
SMOK005,DIAG_DAT,DIAG1_DAT,Patient diagnosed within 3 months of end of payment period,PCA,General,5,The patient has registered with the practice or has been newly diagnosed with the condition of interest in the preceding 3 months and has not received the defined clinical measurements e.g. blood pressure measurement.
SMOK005,REG_DAT3,REG1_DAT3,Patient registered within 3 months of end of payment period,PCA,General,5,The patient has registered with the practice or has been newly diagnosed with the condition of interest in the preceding 3 months and has not received the defined clinical measurements e.g. blood pressure measurement.
SMOK005,SMOKINVITE,SMOKINVITE,"Patient has not responded to at least two smoking care review invitations, made at least 7 days apart, in the 12 months leading up to and including the payment period end date.",PCA,General,4,"The patient has not responded to invitations for the intervention described in the indicator (a minimum of two invitations for the intervention in the preceding 12 months, except for the cervical screening indicators.where women should receive a total of three invitations for screening)."
SMOK005,SMOKPCADEC,SMOKPCADEC,Patient chose not to receive smoking quality indicator care in the 12 months leading up to and including the payment period end date.,PCA,General,3,The patient has chosen not to receive the intervention described in the indicator.
SMOK005,SMOKPCAPU,SMOKPCAPU,Patient for whom smoking quality indicator care was unsuitable in the 12 months leading up to and including the payment period end date.,PCA,General,2,Intervention described in the indicator is clinically unsuitable.
STIA007,DIAG_DAT,DIAG1_DAT,Patient diagnosed within 3 months of end of payment period,PCA,General,5,The patient has registered with the practice or has been newly diagnosed with the condition of interest in the preceding 3 months and has not received the defined clinical measurements e.g. blood pressure measurement.
STIA007,OSTREXCL,OSTREXCL,Patient does not have a non-haemorrhagic stroke or a TIA diagnosis up to and including the achievement date.,Exclusion,n/a,n/a,n/a
STIA007,REG_DAT3,REG1_DAT3,Patient registered within 3 months of end of payment period,PCA,General,5,The patient has registered with the practice or has been newly diagnosed with the condition of interest in the preceding 3 months and has not received the defined clinical measurements e.g. blood pressure measurement.
STIA007,SALDIPDEC,SALDIPDEC,"Patient chose not to receive salicylates, oral anticoagulants, clopidogrel and dipyridamole in the 12 months leading up to and including the payment period end date.",PCA,Specific,3,The patient has chosen not to receive the intervention described in the indicator.
STIA007,STIAINVITE,STIAINVITE,"Patient has not responded to at least two stroke care review invitations, made at least 7 days apart, in the 12 months leading up to and including the payment period end date.",PCA,General,4,"The patient has not responded to invitations for the intervention described in the indicator (a minimum of two invitations for the intervention in the preceding 12 months, except for the cervical screening indicators.where women should receive a total of three invitations for screening)."
STIA007,STIAPCADEC,STIAPCADEC,Patient chose not to receive stroke quality indicator care in the 12 months leading up to and including the payment period end date.,PCA,General,3,The patient has chosen not to receive the intervention described in the indicator.
STIA007,STIAPCAPU,STIAPCAPU,Patient for whom stroke quality indicator care was unsuitable in the 12 months leading up to and including the payment period end date,PCA,General,2,Intervention described in the indicator is clinically unsuitable.
STIA007,XSALCONTRA,XSALCONTRA,"Patient has persisting salicylate, oral anticoagulant, clopidogrel or dipyridamole contraindications recorded or expiring salicylate, oral anticoagulant, clopidogrel or dipyridamole contraindications recorded in the 12 months leading up to and including the payment period end date",PCA,Specific,2,Intervention described in the indicator is clinically unsuitable.
STIA007,XSALDIPDEC,XSALDIPDEC,"Patient has persisting salicylate, oral anticoagulant, clopidogrel or dipyridamole contraindications recorded or expiring salicylate, oral anticoagulant, clopidogrel or dipyridamole contraindications recorded in the 12 months leading up to and including the payment period end date or chose not to receive salicylate, oral anticoagulant, clopidogrel or dipyridamole in the 12 months leading up to and including the payment period end date.",PCA,Specific,3,The patient has chosen not to receive the intervention described in the indicator.
STIA009,DIAG_DAT,DIAG1_DAT,Patient diagnosed within 3 months of end of payment period,PCA,General,5,The patient has registered with the practice or has been newly diagnosed with the condition of interest in the preceding 3 months and has not received the defined clinical measurements e.g. blood pressure measurement.
STIA009,FLUDEC,FLUDEC,Patient either did not receive a flu vaccination or did not consent to a flu vaccination in the 12 months leading up to and including the payment period end date.,PCA,Specific,3,The patient has chosen not to receive the intervention described in the indicator.
STIA009,FLUEXPCON,FLUEXPCON,Patient's latest expiring flu vaccine contraindication was recorded within the 12 months leading up to and including the payment period end date.,PCA,Specific,2,Intervention described in the indicator is clinically unsuitable.
STIA009,FLUINVITE,FLUINVITE,"Patient has not responded to at least two flu vaccination invitations, made at least 7 days apart, in the flu season.",PCA,Specific,4,"The patient has not responded to invitations for the intervention described in the indicator (a minimum of two invitations for the intervention in the preceding 12 months, except for the cervical screening indicators.where women should receive a total of three invitations for screening)."
STIA009,REG_DAT3,REG1_DAT3,Patient registered within 3 months of end of payment period,PCA,General,5,The patient has registered with the practice or has been newly diagnosed with the condition of interest in the preceding 3 months and has not received the defined clinical measurements e.g. blood pressure measurement.
STIA009,STIAPCADEC,STIAPCADEC,Patient chose not to receive stroke quality indicator care in the 12 months leading up to and including the payment period end date.,PCA,General,3,The patient has chosen not to receive the intervention described in the indicator.
STIA009,STIAPCAPU,STIAPCAPU,Patient for whom stroke quality indicator care was unsuitable in the 12 months leading up to and including the payment period end date,PCA,General,2,Intervention described in the indicator is clinically unsuitable.
STIA009,XFLU,XFLU,Persisting Flu vaccine contraindications recorded,PCA,Specific,2,Intervention described in the indicator is clinically unsuitable.
STIA010,BPDEC,BPDEC,Patient chose not to have their blood pressure recorded in the 12 months leading up to and including the payment period end date,PCA,Specific,3,The patient has chosen not to receive the intervention described in the indicator.
STIA010,DIAG_DAT9M,DIAG1_DT9M,Patient diagnosed within 9 months of end of payment period,PCA,General,6,The patient has registered with the practice or has been newly diagnosed with the condition of interest in the preceding 9 months and has not achieved the defined clinical standards e.g. blood pressure control within target levels.
STIA010,HTMAX,HTMAX,Patient receiving maximal blood pressure therapy in the 12 months leading up to and including the payment period end date.,PCA,Specific,2,Intervention described in the indicator is clinically unsuitable.
STIA010,PAT_AGEO79,PAT_AGEO79,Patient age is over 79 years,Exclusion,n/a,n/a,n/a
STIA010,REG_DAT9,REG1_DAT9,Patient registered within 9 months of end of payment period,PCA,General,6,The patient has registered with the practice or has been newly diagnosed with the condition of interest in the preceding 9 months and has not achieved the defined clinical standards e.g. blood pressure control within target levels.
STIA010,STBPINVITE,STBPINVITE,"Patient received two invitations for stroke monitoring and had no blood pressure recordings during the 12 months leading up to and including the achievement date, or latest blood pressure reading is above target levels.",PCA,General,4,"The patient has not responded to invitations for the intervention described in the indicator (a minimum of two invitations for the intervention in the preceding 12 months, except for the cervical screening indicators.where women should receive a total of three invitations for screening)."
STIA010,STIAPCADEC,STIAPCADEC,Patient chose not to receive stroke quality indicator care in the 12 months leading up to and including the payment period end date.,PCA,General,3,The patient has chosen not to receive the intervention described in the indicator.
STIA010,STIAPCAPU,STIAPCAPU,Patient for whom stroke quality indicator care was unsuitable in the 12 months leading up to and including the payment period end date,PCA,General,2,Intervention described in the indicator is clinically unsuitable.
STIA011,BPDEC,BPDEC,Patient chose not to have their blood pressure recorded in the 12 months leading up to and including the payment period end date,PCA,Specific,3,The patient has chosen not to receive the intervention described in the indicator.
STIA011,DIAG_DAT9M,DIAG1_DT9M,Patient diagnosed within 9 months of end of payment period,PCA,General,6,The patient has registered with the practice or has been newly diagnosed with the condition of interest in the preceding 9 months and has not achieved the defined clinical standards e.g. blood pressure control within target levels.
STIA011,HTMAX,HTMAX,Patient receiving maximal blood pressure therapy in the 12 months leading up to and including the payment period end date.,PCA,Specific,2,Intervention described in the indicator is clinically unsuitable.
STIA011,PAT_AGEU80,PAT_AGEU80,Patient age is under 80 years,Exclusion,n/a,n/a,n/a
STIA011,REG_DAT9,REG1_DAT9,Patient registered within 9 months of end of payment period,PCA,General,6,The patient has registered with the practice or has been newly diagnosed with the condition of interest in the preceding 9 months and has not achieved the defined clinical standards e.g. blood pressure control within target levels.
STIA011,STBPINVITE,STBPINVITE,"Patient received two invitations for stroke monitoring and had no blood pressure recordings during the 12 months leading up to and including the achievement date, or latest blood pressure reading is above target levels.",PCA,General,4,"The patient has not responded to invitations for the intervention described in the indicator (a minimum of two invitations for the intervention in the preceding 12 months, except for the cervical screening indicators.where women should receive a total of three invitations for screening)."
STIA011,STIAPCADEC,STIAPCADEC,Patient chose not to receive stroke quality indicator care in the 12 months leading up to and including the payment period end date.,PCA,General,3,The patient has chosen not to receive the intervention described in the indicator.
STIA011,STIAPCAPU,STIAPCAPU,Patient for whom stroke quality indicator care was unsuitable in the 12 months leading up to and including the payment period end date,PCA,General,2,Intervention described in the indicator is clinically unsuitable.
